category,name,lvl,Qu,speed code,AT,hits,PP,size,OB melee,OB missile,OB magic,Primary Attack,Secondary Attack,Tertiary Attack,DB,DBm,comment,Notes,enc,immune,weakness,piclink,spells,climate code,habitat code,frequency of encounter code,measurement
Undead Beings,Warg,8,16,,4,180,0,L,90 L Bi/60 M Ba/75 M Bi,0xx,0xx,,,,55,0,"










",,4-20,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/war_wolf.jpg,,,,,
Undead Beings,Wight,7,0,,2,100,0,L,100 bs/55 M Ba,0xx,0xx,,,,75,25,"









",,1-5,stunned;hits/rnd;mod,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/wight.jpg,,,,,
Undead Beings,"Skeletons, minor",1,0,,1,25,0,M,25 H bs/40 M Ba,0xx,0xx,,,,10,0,"















",,2-20,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/skeleton_swamp.jpg,,,,,
Undead Beings,"Skeletons, lesser",3,,,1,55,0,M,40 H ha/70 M Ba,0xx,0xx,,,,30,4,"














",,1-10,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/skeleton_swamp.jpg,,,,,
Undead Beings,"Skeletons, greater",5,8,,1,100,0,M,50 H bs/60 M Ba,0xx,0xx,,,,30,0,"











",,1-5,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/skeleton_swamp.jpg,,,,,
Undead Beings,Skeleton Lord,8,12,,1,135,30,M,95 H bd2/70 L Ba,0xx,0xx,,,,70,0,"Attacks also with spells











",,1-1,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/skeleton_king.png,,,,,
Undead Beings,Chaos Warrior,7,20,,18,135,0,M,130 H bd2,120 sb,0xx,,,,50,25,"

Den Chaos-Soldaten erkennt man an seiner einheitlichen dunklen Kleidung und Rüstung, seiner Neigung zu exotischen Helmen mit Hörnern oder Flügeln und Augenschlitzen sowie an den oft blumig gestalteten Waffen.
Chaos-Soldaten erlangen ihre relativ große Immunität und Tüchtigkeit durch eine schreckliche Massenzeremonie, bei der sich die Anwärter auf ihre eigenen Waffen aufspießen.
Die von ihren Gottheiten „Gesegneten“ werden geheilt und verwandelt. Sollte der Soldat jedoch sein Gelübde brechen, überlässt ihn die Gottheit dem Tod oder der Verstümmelung, die er
während der Zeremonie.
In jeder anderen Hinsicht werden Chaoskrieger als lebende Menschen betrachtet. Diese untotenähnlichen
Wesen sind die Geißel des Schlachtfelds. Abgesehen von ihren oft spektakulären Helmen gibt es nichts, was einen Soldaten einer gegnerischen Armee zunächst als Chaos-Soldaten ausweist. Das heißt, bis sich herausstellt, dass sie massive Schläge, die Sterbliche außer Gefecht setzen würden, einfach so wegstecken, als wären sie nichts, als wäre der Soldat selbst ein Untoter. Allerdings haben Chaos-Soldaten keine Klasse und können nicht von Zaubern betroffen werden, die Untote betreffen. Diese besonderen Soldaten sind gut ausgebildete und hervorragend konditionierte Krieger, die sich auf eine oder mehrere Waffen so weit spezialisiert haben, dass sie unter Normalsterblichen als Meister gelten würden.








",,1-300,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/ghost_warrior1.jpeg,,,,,
Undead Beings,Chaos Commander,20,30,,19,400,0,M,175 H bd/150 H Kd/150 H Sw,160 sb,0xx,,,,75,38,"Den Chaos-Soldaten erkennt man an seiner einheitlichen dunklen Kleidung und Rüstung, seiner Neigung zu exotischen Helmen mit Hörnern oder Flügeln und Augenschlitzen sowie an den oft blumig gestalteten Waffen.
Chaos-Soldaten erlangen ihre relativ große Immunität und Tüchtigkeit durch eine schreckliche Massenzeremonie, bei der sich die Anwärter auf ihre eigenen Waffen aufspießen.
Die von ihren Gottheiten „Gesegneten“ werden geheilt und verwandelt. Sollte der Soldat jedoch sein Gelübde brechen, überlässt ihn die Gottheit dem Tod oder der Verstümmelung, die er
während der Zeremonie.
In jeder anderen Hinsicht werden Chaoskrieger als lebende Menschen betrachtet. Diese untotenähnlichen
Wesen sind die Geißel des Schlachtfelds. Abgesehen von ihren oft spektakulären Helmen gibt es nichts, was einen Soldaten einer gegnerischen Armee zunächst als Chaos-Soldaten ausweist. Das heißt, bis sich herausstellt, dass sie massive Schläge, die Sterbliche außer Gefecht setzen würden, einfach so wegstecken, als wären sie nichts, als wäre der Soldat selbst ein Untoter. Allerdings haben Chaos-Soldaten keine Klasse und können nicht von Zaubern betroffen werden, die Untote betreffen. Diese besonderen Soldaten sind gut ausgebildete und hervorragend konditionierte Krieger, die sich auf eine oder mehrere Waffen so weit spezialisiert haben, dass sie unter Normalsterblichen als Meister gelten würden.



",,1-1,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/ghost_warrior.jpeg,,,,,
Campagne Hogo Tarosvan,Usha,1,10,,1,20,3,M,20 H cl,15 sl,,,,,20,0,"


",,1-1,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/Usha.jpeg,,,,,
Rávatsar,Andodailion,3,,MF/MD,7,55,,S,,,,30SCl,30SBa,25TBi,30,,"The Andodaio, or 'Gate-shadow' (pl. 'Andodailion'), is a black, nocturnal lizard with a prehensile tongue and tail. It is without doubt the greatest climber among all the Rávatsar. Rugged landscapes and subterranean settings accommodate this creature quite well, for the Andodaio is insulated with an unusual array of the three layers of hollow scales that enable it to survive in environments which are far too cool for its brethren. Hanging from rocks, it swings across the caves and precipices, leaping onto prey and tearing its victims appart with its steely claws. Larger creatures would have little to fear from the Andodailion, except for the fact that they live in large communities and often hunt in groups of 10-100 individuals. Unusually social, a horde of Andodailion can easily fell a Man by attacking in concert.","Normal. Social, nocturnal lizards.",10-100,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,mkt,ABUVHPLR,6,2.5-3 ft
Rávatsar,Angusaiwéli,2,,VT/FA,4,25,,S,,,,30SBi,40St,5SCl+poison,50,,"Found virtually anywhere in Middle-earth, save in the coldest climes, the Angusaiwë (Q. 'Iron Unbirds'; pi. 'Angusaiwéli') is the most resilient, advanced, and common of the larger Rávatsar. This is due to the fact that they are, unlike any other reptile or amphibian, warm-blooded. The Angusaiwé1i constitute a unique branch of the Rávatsar and are closely related to flightless birds; thus their name. There are nine species of Angusaiwéli. All are deep grey or black in color and have bright red eyes. The only notable distinction in the family is between those that run on four legs (three species), those that run on two legs (five species), and those that hop (one species). The former group consists of the species that live near the water, especially along rocky seashores. All other Angusaiwéli have exaggerated hind legs and walk upright, using their tails for balance. Astoundingly agile, they can travel over rugged terrain at speeds exceeding 35 miles an hour. The Leaping Unbird found in Khand and Chey is the slowest of these creatures; however, they are astoundingly efficient and need less water and sustenance than other Angusaiwéli. Poisonous carnivores, Unbirds hunt lizards, frogs, birds, large insects, and small mammals. They have very sharp teeth and curving, retractable, viper-like fangs. When facing most foes, though, they bite their prey while keeping these foreteeth hidden in pockets in their upper jaw. Angusaiwéli prefer to swallow their victims whole. Against larger foes, they can bear their hollow, needle-like fangs and puncture the unfortunate beasts' hides, injecting a potent (3rd lvl) venom that immobilizes (1 -100 rds with RR failure 01-65) or kills (in 1-10 rds with RR failure of 66+). Aside from its great speed, an Angusaiwë relies on its cunning and horny body armor in combat. It has a ridge of pointed scales that protects its spine, and the scales on its back and sides are, as its name suggests, as tough as iron. NOTE: The Angusaiwéli are found on a number of ICE's covers, for they are active at all hours and savor action.",Aggressive. Poisonous carnivores.,1-20,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,hnawmskt,(All),7,9-18 inches
Rávatsar,Blue Terrapins,5,,MF/MF,12,150,,M,,,,65MBi,poison,40MCl,20,,"Blue Terrapins (Q. 'Luinikrúmori'; sing. 'Luinikrúmor') arc only found in thickets or very dense, overgrown swamp areas. Their native home is Fangorn Forest. Small, their shells average 18' across, but they have a 12' neck. Thus, a Blue Terrapin can strike like a snake, delivering a 2nd level muscle poison (with a Critical Strike) that can paralyze a small mammal (up to 40 lbs). If it bites, it will paralyze the area or limb it penetrates, partially paralyzing one adjacent area. The poison wears off in 3 hours.",Protective. Lvl 2 Muscle poison.,1-4,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,mkt,FMCDE,4,3-3.5 ft
Rávatsar,Coireals,2,,SL/VF,1,30,,S,,,,55SSt,poison,-,40,,"This inoffensive snake inhabits forests and heavy copses; it can be readily identified by the bright yellow bands on its glossy black body. It is generally docile and will avoid people. Most bites occur when witless folk try to pick up this 'pretty snake.' Instead, the Coireal is happy to hunt large insects. It should be left alone, for its venom is highly potent, one of the most lethal (10th lvl) natural poisons in Middle-earth. Symptoms appear in one to four hours, resulting in all but certain death from paralysis.",Passive. Lvl 10 Nerve poison.,1-2,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,mkt,FMCDH,5,2-3 ft
Rávatsar,Ëgil's Vipers,8,,VF/VF,4,100,,L,,,,75MBi,special,-,60,,"A huge, poisonous, predatory serpent. Ëgil's Viper is one of the strangest hazards of the plain of Talath Harroch, south of Mirkwood. It is said that these remarkable snakes were driven out of other areas of Rhovanion into the Talath Harroch, but this seems unlikely at best. In any case, the serpents are there, preying upon eggs, rodents, young animals, and (in the case of the largest Vipers) Men and Kine. Of a yellowish-brown color that blends well with the soil of the area, and with the grasses of the plain in dry seasons and in the autumn, Ëgil's Viper hunts in the late afternoon or early evening. It may spit its venom into a victim's eyes from a distance up to thirty ft, or it may bite and inject the venom in the normal manner of most snakes. The Viper's fangs reach up to three inches in length and can penetrate leather and, in some cases, even chain armor.",Aggressive. Spits Poison up to 30'.,1-2,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,mskt,BFPIL,6,20 ft
Rávatsar,Grey Flyers,0,,VS/SL,1,5,,T,,,,0TBa,0TCl,poison,20,,"A slimy, silvery, gliding frog, the Grey Flyer is a small but deadly amphibian. They carry a nasty venom in their bluish claws. Grey Flyers are rare, living only in the depths of thick rain forests, but they live in huge colonies and woe to anyone who stumbles upon their nests!",Protective. Lvl 3 Muscle Poison.,10-100,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,wmkt,FMCDJE,7,1-2 inches
Rávatsar,Green Asps,3,,SL/VF,3,20,,S,,,,35SSt,poison,-,40,,"The Green Asp is the only venomous serpent indigenous to Calenardhon (Rohan) and the northern White Mountains. It is a sociable creature (for a snake), making its home with as many as fifty of its fellows in empty Rabbit or Ground Squirrel burrows. On sunny days, the Asp community will come out to sun themselves en masse on the slopes near their subterranean home. Green Asps have dull green skin and are usually fat and torpid, with puffy poison glands below their eyes. They are considered unattractive even by those fond of serpents. Their fetid odor, reminiscent of rotting strawberries, does nothing to relieve this unpleasant impression. The (5th lvl) bite of this snake is rarely fatal, but the area surrounding the wound generally becomes necrotic, turning awful shades of violet and yellow-green before sloughing off, usually exposing the bone. These dreadful afflictions may take months to heal. In some cases (15% chance, modified by Co stat bonus), the snake's injection may even cause the entire limb to turn gangrenous and fall off. Regardless of the primary effects, however, the victim will in any case be incapacitated for 3-6 days with a high fever and hallucinations.",Aggressive. Lvl 5 Conversion Poison.,5-50,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,wmkt,BFHP,5,2-3 ft
Rávatsar,Land Tortoises,4,,SL/MD,12,75,,M,,,,55MPi,-,-,30,,"Land Tortoises were once common in southern Eriador and western Gondor, particularly in the Gwathló basin. Unfortunately, they are extremely tasty and nutritious, so they are favored by Eriadoran hunters and are nearly extinct. Their beautiful green and grey shells are now exceptionally rare. Prized for their value as armor (the shell makes excellent reinforcement) and (when ground) as a source of medicine to combat blood diseases and ailments, a Land Tortoise shell can bring up to two hundred gold pieces on the open market. Very slow and inoffensive, the Land Tortoise's primary defense is its size. The average specimen is five ft long and three high, weighing about three hundred pounds. A few older Tortoises, those with ages over three hundred years, have reached six ft in length and weigh over a quarter ton. In the case of an attack, Land Tortoises will retreat until cornered. If confronted by an overwhelming number of foes, they w i l l then ground themselves and pull into their shells. If it appears that they contest the attack, though, they may lash out with their necks, biting the attackers with their hard, sharp beaks. Land Tortoises feed on nearly every type of vegetation and often roam into the highlands in search of richer grass or shrubs. They mate at any time, since the males are twice as large as the females. Female Tortoises then dig holes along river banks or on the seashore, laying their (11-20) eggs and covering them with moist soil that hardens in the sun and incubates the young. These caches are abandoned, so the hatchlings are forced to dig their way out and survive on their own.",Passive. Very slow and inoffensive.,1-2,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,mkt,BFMSCDE,8,5-6 ft
Rávatsar,Marsh Adders,1,,MD/VF,1,20,,S,,,,50TSt,poison,-,60,,"The Marsh Adder is a large, aquatic serpent common throughout all marshy areas of central Endor. Especially prevalent in the Dead Marshes and Nindalf (the Wetwang), this creature is an excellent swimmer whose mottled gray and brown scales allow it to go all but unnoticed in the foul waters of the marshes. Marsh Adders are easily startled and bite with little provocation. Usually seeking out small creatures such as ducklings and frogs for prey, the Adder will also attack larger beings if it feels threatened. Its large, curved fangs allow it to deliver its poison deeply, so that it quickly takes effect. The (10th lvl) venom can be lethal and many victims (RR failure of 51+) die in five rounds due to respiratory paralysis. A less imposing dose (RR failure of 01 -50) will give the victim a case of flaccid paralysis: their joints will become limp, and they will lose voluntary muscle control for 1-100 hours.",Aggressive. Lvl 10 Muscle poison.,1-2,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,wmk,M,5,2-4 ft
Rávatsar,Marsh Crocodiles (in water),3,,MD/MD,7,120,,L,,,,80LBi,80MGr,drown,10,,"Swift but usually inactive, the Marsh, or 'Fish-eating,' Crocodiles are common in the wetter, wanner parts of Endor. They are inoffensive when let alone, but can be quite deadly when surprised (or hungry). Black, with green stripes and light blue undersides, they are colorful carnivores. Its diet consists of large mammals and birds who enter or come to the edge of the water in search of food or drink. After grabbing its prey in its long, powerful snout, the Marsh Crocodile drowns the victim and then tears the flacid body apart with twisting bites. This involves spinning its entire body, but the beast is exceptionally agile when its in the water. The Marsh Crocodile spends its nights in the water and basks on the shore during the days the sun is out. It feeds on an average of once every two days. While swimming, it uses the rocks it swallows for ballast. Its nostrils and throat are equipped with flaps and valves that enable it to stay under water for extended periods without fear of intaking part of the marsh or river. ",Aggressive. Uses grappling bite to drown foes.,1-5,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,hnwm,FM,5,15-18 ft
Rávatsar,Marsh Crocodiles (on land),3,,VS/SL,7,120,,L,,,,40MBi,60MBa,80LBi,0,,"Swift but usually inactive, the Marsh, or 'Fish-eating,' Crocodiles are common in the wetter, wanner parts of Endor. They are inoffensive when let alone, but can be quite deadly when surprised (or hungry). Black, with green stripes and light blue undersides, they are colorful carnivores. Its diet consists of large mammals and birds who enter or come to the edge of the water in search of food or drink. After grabbing its prey in its long, powerful snout, the Marsh Crocodile drowns the victim and then tears the flacid body apart with twisting bites. This involves spinning its entire body, but the beast is exceptionally agile when its in the water. The Marsh Crocodile spends its nights in the water and basks on the shore during the days the sun is out. It feeds on an average of once every two days. While swimming, it uses the rocks it swallows for ballast. Its nostrils and throat are equipped with flaps and valves that enable it to stay under water for extended periods without fear of intaking part of the marsh or river. ",Aggressive. Uses LBi if MBa knocks foe down.,1-5,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,hnwm,FM,5,15-18 ft
Rávatsar,Nethairin,1,,SL/VF,1,30,,S,,,,40SSt,poison,-,20,,"The Plains Snake (Si. 'Nathair'; pl. 'Nethairin') is roughly six ft long. It has a thick triangular head and a cream-colored body overlaid with a dark diamond pattern. Hiding in shallow burrows and hunting amidst the tall grass of the steppes or plains, the serpent is a quiet creature that relies on stealth and patience in order to defeat its foes. Rodents, birds, and small lizards make up its diet. Although ostensibly cunning, the Nathair angers easily and will vigorously defend itself rather than flee, even in a fruitless confrontation. Its venom is rather toxic (level 6). Symptoms include swelling, weak pulse, shock, and wide discolorations.",Aggressive. Very toxic poison (Lvl 6).,1-2,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,mkt,FMCDE,4,5-7 ft
Rávatsar,Nethairin Erdyr,1,,SL/BF,1,20,,S,,,,30SSt,poison,-,30,,"The Nethairin Erdyr (sing 'Nathair Ardor') live in burrows beneath rocks or within caverns and favor highland locales or the cool wastelands of the North. While very similar in coloration to the Nathair of the Plains, the Nathair Ardor attains a length of only 2-3 ft. It angers easily and will defend itself viciously. Its poison is similar to that of the common Nathair, however it is weaker (5th lvl) and takes longer (6 vs 2 minutes) to affect the victim.",Aggressive. Toxic poison (Lvl 5).,1-2,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,mktcf,AUWHTL,4,2-3 ft
Rávatsar,Nethraich,1,,MD/BF,1,25,,S,,,,35SSt,poison,-,25,,"The Nathrach (pl 'Nethraich') is an aquatic snake that resides in relatively placid or stagnant pools, marshes, and lakes. Brown bands surround its rust-colored body, which typically measures three to five ft in length. Contrary to popular belief, this serpent does not normally strike in water; most victims are on dry land or a marsh island when they stray into a snake run. These snakes only attack when their 'runs' are encountered, and then it bites with astounding quickness. A Nathrach's critical strike is accompanied by a muscle poison that causes bleeding, bruises, and swelling (double all these effects on this and subsequent criticals). The venom is not very toxic (level 2) but does cause bleeding, bruises, and swelling. It is designed to stun small rodents before the snake envelops and crushes them. The Arnathrach (pl 'Ernaithrach'), or Royal Nathrach, is a much larger cousin that inhabits the brackish waters near the coasts.",Protective. Lvl 2 Muscle poison.,1-2,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,wmk,M,5,3-5 ft
Rávatsar,Nethraich Arnathrach,4,,MD/FA,3,75,,M,,,,60MSt,poison,40MGr,20,,"The Nathrach (pl 'Nethraich') is an aquatic snake that resides in relatively placid or stagnant pools, marshes, and lakes. Brown bands surround its rust-colored body, which typically measures three to five ft in length. Contrary to popular belief, this serpent does not normally strike in water; most victims are on dry land or a marsh island when they stray into a snake run. These snakes only attack when their 'runs' are encountered, and then it bites with astounding quickness. A Nathrach's critical strike is accompanied by a muscle poison that causes bleeding, bruises, and swelling (double all these effects on this and subsequent criticals). The venom is not very toxic (level 2) but does cause bleeding, bruises, and swelling. It is designed to stun small rodents before the snake envelops and crushes them. The Arnathrach (pl 'Ernaithrach'), or Royal Nathrach, is a much larger cousin that inhabits the brackish waters near the coasts.",Royal Nathrach. Lvl 6 Muscle poison.,1-2,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,wmk,M,5,3-5 ft
